stock_id,Date,Open,High,Low,Close,Volume
3,28/11/2023 16:00:00,236.68,247,234.01,246.72,148549913
3,29/11/2023 16:00:00,249.21,252.75,242.76,244.14,135401335
3,30/11/2023 16:00:00,245.14,245.22,236.91,240.08,132353196
3,01/12/2023 16:00:00,233.14,240.19,231.9,238.83,121331709
3,04/12/2023 16:00:00,235.75,239.37,233.29,235.58,104099817
3,05/12/2023 16:00:00,233.87,246.66,233.7,238.72,137971115
3,06/12/2023 16:00:00,242.92,246.57,239.17,239.37,126436179
3,07/12/2023 16:00:00,241.55,244.08,236.98,242.64,107142262
3,08/12/2023 16:00:00,240.27,245.27,239.27,243.84,103126829
3,11/12/2023 16:00:00,242.74,243.44,237.45,239.74,97913888
3,12/12/2023 16:00:00,238.55,238.99,233.87,237.01,95328313
3,13/12/2023 16:00:00,234.19,240.3,228.2,239.29,146286348
3,14/12/2023 16:00:00,241.22,253.88,240.79,251.05,160829239
3,15/12/2023 16:00:00,251.21,254.13,248.3,253.5,135932762
3,18/12/2023 16:00:00,253.78,258.74,251.36,252.08,116416490
3,19/12/2023 16:00:00,253.48,258.34,253.01,257.22,106737369
3,20/12/2023 16:00:00,256.41,259.84,247,247.14,125096987
3,21/12/2023 16:00:00,251.9,254.8,248.55,254.5,109594227
3,22/12/2023 16:00:00,256.76,258.22,251.37,252.54,93370094
3,26/12/2023 16:00:00,254.49,257.97,252.91,256.61,86892382
3,27/12/2023 16:00:00,258.35,263.34,257.52,261.44,106494359
3,28/12/2023 16:00:00,263.66,265.13,252.71,253.18,113619943
3,29/12/2023 16:00:00,255.1,255.19,247.43,248.48,100891578
3,02/01/2024 16:00:00,250.08,251.25,244.41,248.42,104654163
3,03/01/2024 16:00:00,244.98,245.68,236.32,238.45,121082599
3,04/01/2024 16:00:00,239.25,242.7,237.73,237.93,102629283
3,05/01/2024 16:00:00,236.86,240.12,234.9,237.49,92488939
3,08/01/2024 16:00:00,236.14,241.25,235.3,240.45,85166580
3,09/01/2024 16:00:00,238.11,238.96,232.04,234.96,96705664
3,10/01/2024 16:00:00,235.1,235.5,231.29,233.94,91628502
3,11/01/2024 16:00:00,230.57,230.93,225.37,227.22,105873612
3,12/01/2024 16:00:00,220.08,225.34,217.15,218.89,123043812
3,16/01/2024 16:00:00,215.1,223.49,212.18,219.91,115355046
3,17/01/2024 16:00:00,214.86,215.67,212.01,215.55,103164400
3,18/01/2024 16:00:00,216.88,217.45,208.74,211.88,108595431
3,19/01/2024 16:00:00,209.99,213.19,207.56,212.19,102260343
3,22/01/2024 16:00:00,212.26,217.8,206.27,208.8,117952527
3,23/01/2024 16:00:00,211.3,215.65,207.75,209.14,106605946
3,24/01/2024 16:00:00,211.88,212.73,206.77,207.83,123369932
3,25/01/2024 16:00:00,189.7,193,180.06,182.63,198076787
3,26/01/2024 16:00:00,185.5,186.78,182.1,183.25,107343231
3,29/01/2024 16:00:00,185.63,191.48,183.67,190.93,125013148
3,30/01/2024 16:00:00,195.33,196.36,190.61,191.59,109982327
3,31/01/2024 16:00:00,187,193.97,185.85,187.29,103221430
3,01/02/2024 16:00:00,188.5,189.88,184.28,188.86,91843275
3,02/02/2024 16:00:00,185.04,188.69,182,187.91,110612672
3,05/02/2024 16:00:00,184.26,184.68,175.01,181.06,134294447
3,06/02/2024 16:00:00,177.21,186.49,177.11,185.1,122675954
3,07/02/2024 16:00:00,188.18,189.79,182.68,187.58,111535217
