stock_id,Date,Open,High,Low,Close,Volume
9,28/11/2023 16:00:00,151.4,151.81,150.84,151.63,5909044
9,29/11/2023 16:00:00,151.33,152.2,151.07,152.11,5190026
9,30/11/2023 16:00:00,152.26,155.14,151.92,154.66,12481867
9,01/12/2023 16:00:00,156.44,158.46,155.47,158.38,10342901
9,04/12/2023 16:00:00,158,160.02,158,158.88,8920279
9,05/12/2023 16:00:00,158.8,159.63,158.22,158.55,7268151
9,06/12/2023 16:00:00,158.52,158.66,156.17,156.62,6642891
9,07/12/2023 16:00:00,156.58,156.58,154.71,155.4,6532388
9,08/12/2023 16:00:00,155.42,155.85,153.84,154.42,6254673
9,11/12/2023 16:00:00,154.5,155.48,154.35,155.06,6090360
9,12/12/2023 16:00:00,155,155.32,153.65,155.07,5324406
9,13/12/2023 16:00:00,153.66,155.94,151.77,155.79,10764575
9,14/12/2023 16:00:00,156.47,157.16,155.05,156.87,9240800
9,15/12/2023 16:00:00,155.49,156.69,153.76,155.16,21727754
9,18/12/2023 16:00:00,155.21,156.44,154.76,155.44,7231383
9,19/12/2023 16:00:00,155.3,156.5,154.94,156.46,6651744
9,20/12/2023 16:00:00,156.54,156.66,153.11,153.27,7008313
9,21/12/2023 16:00:00,153.69,155.13,153.3,154.84,4598843
9,22/12/2023 16:00:00,155.25,156.53,155.02,155.46,3798865
9,26/12/2023 16:00:00,155,156.35,154.85,156.14,4170190
9,27/12/2023 16:00:00,155.5,156.52,155.42,156.35,5288101
9,28/12/2023 16:00:00,156,157.24,155.99,156.58,4377535
9,29/12/2023 16:00:00,156.51,156.9,155.98,156.74,4313691
9,02/01/2024 16:00:00,156.93,161.64,156.79,159.97,9622108
9,03/01/2024 16:00:00,160.64,161.44,159.8,160.97,8231987
9,04/01/2024 16:00:00,161.59,161.98,160.42,160.63,6766641
9,05/01/2024 16:00:00,160.5,161.34,159.47,161.13,5602564
9,08/01/2024 16:00:00,161.1,161.66,159.61,161.53,6569810
9,09/01/2024 16:00:00,161.63,163.28,160.6,161.63,6357014
9,10/01/2024 16:00:00,161.82,162.62,161.2,161.87,4945088
9,11/01/2024 16:00:00,162.07,162.2,160.78,161.15,4946015
9,12/01/2024 16:00:00,161.84,162.47,161.69,162.39,4496942
9,16/01/2024 16:00:00,161.57,162.25,160.18,160.52,6923174
9,17/01/2024 16:00:00,160.25,161.3,159.87,160.43,5072104
9,18/01/2024 16:00:00,160,161.37,159.69,161.21,5368502
9,19/01/2024 16:00:00,161.15,161.92,160.28,161.68,7071320
9,22/01/2024 16:00:00,162,163.58,161.34,162.47,6824156
9,23/01/2024 16:00:00,159.66,160.51,156.91,159.81,9149777
9,24/01/2024 16:00:00,159.75,160.6,158.16,158.96,7247926
9,25/01/2024 16:00:00,159,159.62,158.47,159.56,5478898
9,26/01/2024 16:00:00,160.43,160.74,159.36,159.5,5591930
9,29/01/2024 16:00:00,159.01,160.07,158.96,159.36,6483190
9,30/01/2024 16:00:00,159.35,159.76,158.13,158.77,7200538
9,31/01/2024 16:00:00,160.4,160.62,158.67,158.9,8257029
9,01/02/2024 16:00:00,158.16,158.49,157.05,158.36,8012122
