stock_id,Date,Open,High,Low,Close,Volume
6,28/11/2023 16:00:00,52.22,52.97,52.22,52.88,7845009
6,29/11/2023 16:00:00,52.92,52.92,51.87,52.03,9965495
6,30/11/2023 16:00:00,52.01,52.12,51.5,51.9,9975262
6,01/12/2023 16:00:00,51.79,51.87,50.88,51.45,13091223
6,04/12/2023 16:00:00,51.11,51.64,51.1,51.43,8294396
6,05/12/2023 16:00:00,51.48,51.95,51.25,51.91,7294610
6,06/12/2023 16:00:00,51.85,51.94,51.22,51.35,8815799
6,07/12/2023 16:00:00,51.45,51.51,50.74,50.82,8454193
6,08/12/2023 16:00:00,50.67,50.74,50.08,50.29,11356487
6,11/12/2023 16:00:00,50.38,50.48,49.85,50.41,10627754
6,12/12/2023 16:00:00,50.41,50.57,50.08,50.45,7127340
6,13/12/2023 16:00:00,50.52,51.35,50.21,51.35,11782893
6,14/12/2023 16:00:00,51.17,51.31,50.64,50.72,10297085
6,15/12/2023 16:00:00,50.59,51.15,50.51,50.91,23334529
6,18/12/2023 16:00:00,51.12,51.69,51.04,51.66,8772004
6,19/12/2023 16:00:00,51.61,51.9,51.36,51.84,8139031
6,20/12/2023 16:00:00,51.81,52.05,51.21,51.24,7322567
6,21/12/2023 16:00:00,51.33,51.69,51.3,51.6,6695928
6,22/12/2023 16:00:00,51.82,52.38,51.72,52.22,6468547
6,26/12/2023 16:00:00,52.22,52.33,52.04,52.14,3893321
6,27/12/2023 16:00:00,52.1,52.65,52.05,52.63,6631988
6,28/12/2023 16:00:00,52.59,52.78,52.5,52.52,5592022
6,29/12/2023 16:00:00,52.51,52.69,52.39,52.55,7316066
6,02/01/2024 16:00:00,52.42,53.18,52.4,53.1,7846559
6,03/01/2024 16:00:00,53.26,53.43,52.98,53.1,6252020
6,04/01/2024 16:00:00,53.07,53.18,52.5,52.59,6427490
6,05/01/2024 16:00:00,52.64,52.7,51.87,52.24,7236501
6,08/01/2024 16:00:00,52.23,52.77,52.23,52.75,6893626
6,09/01/2024 16:00:00,52.64,53.11,52.58,53.1,7774126
6,10/01/2024 16:00:00,53.19,53.83,53.19,53.76,6707346
6,11/01/2024 16:00:00,53.78,53.96,53.39,53.7,4785069
6,12/01/2024 16:00:00,53.79,53.85,53.46,53.77,4542989
6,16/01/2024 16:00:00,53.81,54.13,53.74,53.94,5677530
6,17/01/2024 16:00:00,53.79,54,53.54,53.69,4942554
6,18/01/2024 16:00:00,53.72,54.46,53.56,54.41,6063537
6,19/01/2024 16:00:00,54.48,54.52,53.81,54.13,6391765
6,22/01/2024 16:00:00,54.26,54.32,53.83,54.13,4646127
6,23/01/2024 16:00:00,54.04,54.28,53.92,54.27,4022172
6,24/01/2024 16:00:00,54.3,54.36,53.44,53.5,7644287
6,25/01/2024 16:00:00,53.8,54.29,53.47,54.28,5456534
6,26/01/2024 16:00:00,54.35,54.79,54.22,54.76,5248770
6,29/01/2024 16:00:00,54.78,55.14,54.51,55.01,6080104
6,30/01/2024 16:00:00,54.9,55.27,54.54,55.2,5090004
6,31/01/2024 16:00:00,55.93,55.93,55.04,55.08,8711625
6,01/02/2024 16:00:00,55.23,56.12,55.06,56.1,6930851
6,02/02/2024 16:00:00,56.05,56.86,55.97,56.52,7223562
6,05/02/2024 16:00:00,56.67,56.67,56.02,56.22,6381690
6,06/02/2024 16:00:00,56.26,56.65,56.11,56.6,4729928
6,07/02/2024 16:00:00,56.76,56.89,56.4,56.46,5694155
6,08/02/2024 16:00:00,56.46,56.85,56.38,56.46,4809309
6,09/02/2024 16:00:00,56.46,56.58,56.31,56.43,4776622
6,12/02/2024 16:00:00,56.41,56.79,56.35,56.77,4931680
6,13/02/2024 16:00:00,56.87,57.02,56.09,56.38,6191405
6,14/02/2024 16:00:00,56.25,56.29,55.85,56.2,6161534
6,15/02/2024 16:00:00,56.6,56.62,55.99,56.43,5649619
6,16/02/2024 16:00:00,56.76,57.31,56.43,56.79,7457847
6,20/02/2024 16:00:00,59.49,60.45,58.41,58.62,23929538
6,21/02/2024 16:00:00,58.33,58.53,57.6,57.9,13517177
6,22/02/2024 16:00:00,57.96,58.49,57.77,58.47,9837645
6,23/02/2024 16:00:00,58.7,59.22,58.44,58.52,24788589
6,26/02/2024 16:00:00,59.12,59.84,58.18,59.6,32154765
6,27/02/2024 16:00:00,59.64,59.8,59.22,59.59,18012749
6,28/02/2024 16:00:00,59.55,59.76,59.31,59.62,14803289
6,29/02/2024 16:00:00,59.45,59.49,58.59,58.61,29245142
6,01/03/2024 16:00:00,58.8,58.85,58.2,58.76,19030919
6,04/03/2024 16:00:00,58.5,59.39,58.4,59.3,16033298
6,05/03/2024 16:00:00,59.87,60.34,59.58,60.04,19676884
6,06/03/2024 16:00:00,60.12,60.62,60.04,60.57,12698714
6,07/03/2024 16:00:00,61,61.07,60.35,60.36,16195303
6,08/03/2024 16:00:00,60,60.28,59.73,60.12,12143645
6,11/03/2024 16:00:00,60.1,60.71,59.87,60.66,14153969
6,12/03/2024 16:00:00,60.95,61.57,60.65,61.41,16613062
6,13/03/2024 16:00:00,61.26,61.46,60.88,61.28,15935187
6,14/03/2024 16:00:00,61.28,61.44,60.6,61.02,16584660
6,15/03/2024 16:00:00,60.68,61.15,60.46,60.68,50946329
6,18/03/2024 16:00:00,60.69,60.9,60.39,60.86,16801658
6,19/03/2024 16:00:00,60.97,61.07,60.6,60.87,12353624
6,20/03/2024 16:00:00,60.84,61.28,60.74,61.25,12007593
6,21/03/2024 16:00:00,61.28,61.66,61.05,61.45,14265872
6,22/03/2024 16:00:00,61.32,61.53,60.85,60.87,14029440
6,25/03/2024 16:00:00,60.87,60.99,60.36,60.57,14186627
6,26/03/2024 16:00:00,60.46,60.83,60.23,60.51,13738342
6,27/03/2024 16:00:00,60.87,61.05,60.38,60.72,14363410
