stock_id,Date,Open,High,Low,Close,Volume
4,28/11/2023 16:00:00,146.98,147.6,145.53,147.03,42711682
4,29/11/2023 16:00:00,147.85,148.54,145.97,146.32,40610907
4,30/11/2023 16:00:00,144.76,146.93,144.33,146.09,65814022
4,01/12/2023 16:00:00,146,147.25,145.55,147.03,39951833
4,04/12/2023 16:00:00,145.25,145.35,142.81,144.84,48294244
4,05/12/2023 16:00:00,143.55,148.57,143.13,146.88,46822411
4,06/12/2023 16:00:00,147.58,147.85,144.28,144.52,39678960
4,07/12/2023 16:00:00,146.15,147.92,145.34,146.88,52352830
4,08/12/2023 16:00:00,145.48,147.84,145.4,147.42,41905965
4,11/12/2023 16:00:00,145.66,146.19,143.64,145.89,50907288
4,12/12/2023 16:00:00,145.52,147.5,145.3,147.48,44944264
4,13/12/2023 16:00:00,148.12,149.46,146.82,148.84,52766196
4,14/12/2023 16:00:00,149.93,150.54,145.52,147.42,58400848
4,15/12/2023 16:00:00,148.38,150.57,147.88,149.97,110089342
4,18/12/2023 16:00:00,150.56,154.85,150.05,154.07,62512828
4,19/12/2023 16:00:00,154.4,155.12,152.69,153.79,43171292
4,20/12/2023 16:00:00,152.9,155.63,151.56,152.12,50322106
4,21/12/2023 16:00:00,153.3,153.97,152.1,153.84,36305733
4,22/12/2023 16:00:00,153.77,154.35,152.71,153.42,29514093
4,26/12/2023 16:00:00,153.56,153.98,153.03,153.41,25067222
4,27/12/2023 16:00:00,153.56,154.78,153.12,153.34,31434733
4,28/12/2023 16:00:00,153.72,154.08,152.95,153.38,27057002
4,29/12/2023 16:00:00,153.1,153.89,151.03,151.94,39823204
4,02/01/2024 16:00:00,151.54,152.38,148.39,149.93,47339424
4,03/01/2024 16:00:00,149.2,151.05,148.33,148.47,49425495
4,04/01/2024 16:00:00,145.59,147.38,144.05,144.57,56039807
4,05/01/2024 16:00:00,144.69,146.59,144.53,145.24,45153147
4,08/01/2024 16:00:00,146.74,149.4,146.15,149.1,46757053
4,09/01/2024 16:00:00,148.33,151.71,148.21,151.37,43812567
4,10/01/2024 16:00:00,152.06,154.42,151.88,153.73,44421830
4,11/01/2024 16:00:00,155.04,157.17,153.12,155.18,49072691
